Annuncio,Link,Marca,Modello,Modello_plus_info,Prezzo_scont,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località
"BMW
120
120i Msport auto 2024 156cv camera",https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-2024-156cv-camera-benzina-grigio-5c1da2bb-c693-49e7-ae04-9b348ead759c,BMW,120,120i Msport auto 2024 156cv camera,,€ 32.490,7.780 km,Automatico,11/2024,Benzina,115 kW (156 CV),
"BMW
135
M 135i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-benzina-blu-azzurro-1d8e8744-c88e-4993-ad67-62e895390177,BMW,135,M 135i xdrive auto,,€ 32.900,31.000 km,Automatico,09/2020,Benzina,225 kW (306 CV),
"BMW
118
i MSPORT/AUTO/TETTO/H&K/MEMO/SEDILI M/19""/HEAD-UP",https://www.autoscout24.it/annunci/bmw-118-i-msport-auto-tetto-h-k-memo-sedili-m-19-head-up-benzina-nero-d0103527-29bc-4c0b-b0ca-53c48bf88bec,BMW,118,"i MSPORT/AUTO/TETTO/H&K/MEMO/SEDILI M/19""/HEAD-UP",,€ 33.900,19.900 km,Automatico,04/2024,Benzina,100 kW (136 CV),
"BMW
120
48V MSport auto",https://www.autoscout24.it/annunci/bmw-120-48v-msport-auto-elettrica-benzina-grigio-f1615961-4873-4799-933e-c47a97aa33a9,BMW,120,48V MSport auto,,€ 35.900,6.000 km,Automatico,02/2025,Elettrica/Benzina,125 kW (170 CV),
"BMW
118
118d M Sport auto m sport plus new modello",https://www.autoscout24.it/annunci/bmw-118-118d-m-sport-auto-m-sport-plus-new-modello-diesel-nero-1566a7f2-88a4-423d-a0f4-d40d39a8f814,BMW,118,118d M Sport auto m sport plus  new modello,,€ 34.500,14.900 km,Automatico,11/2024,Diesel,110 kW (150 CV),
"BMW
120
I M SPORT COCKPIT LED TETTO KAMERA H&K NAVI 19",https://www.autoscout24.it/annunci/bmw-120-i-m-sport-cockpit-led-tetto-kamera-h-k-navi-19-benzina-nero-92894708-c3ac-4bd9-9d47-ecd492f3a3f8,BMW,120,I M SPORT COCKPIT LED TETTO KAMERA H&K NAVI 19,,€ 35.890,13.500 km,Automatico,10/2023,Benzina,131 kW (178 CV),
"BMW
118
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-diesel-bianco-113190fe-691f-4fe6-ae2f-ce4f7476119a,BMW,118,d 5p. Msport,,€ 32.890,7.174 km,Automatico,07/2024,Diesel,110 kW (150 CV),
"BMW
128
128ti 5p. Msport TETTO + SEDILI GUSCIO",https://www.autoscout24.it/annunci/bmw-128-128ti-5p-msport-tetto-sedili-guscio-benzina-nero-b2b182cd-2af6-4b8c-8874-afda5b246508,BMW,128,128ti 5p. Msport TETTO + SEDILI GUSCIO,,€ 33.680,47.000 km,Automatico,09/2022,Benzina,195 kW (265 CV),
"BMW
118
118D AUTOMATIC MSPORT",https://www.autoscout24.it/annunci/bmw-118-118d-automatic-msport-diesel-bianco-7e4b7216-86b0-40b6-9fa9-cc4e781736ee,BMW,118,118D AUTOMATIC MSPORT,,€ 30.000,42.000 km,Automatico,06/2021,Diesel,110 kW (150 CV),
"BMW
120
d Msport Exterior xdrive auto",https://www.autoscout24.it/annunci/bmw-120-d-msport-exterior-xdrive-auto-diesel-nero-da07aa63-83ab-4fe3-803e-df4be019c405,BMW,120,d Msport Exterior xdrive auto,,€ 33.800,55.235 km,Automatico,01/2022,Diesel,140 kW (190 CV),
,https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-benzina-grigio-917ba391-ca3a-482b-b567-dae4132a1642,BMW,118,i 5p. Msport,,€ 31.000,,,,,,
"BMW
135
M 135i xdrive auto 306cv",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-306cv-benzina-bianco-b2c46378-e78b-4057-be46-099ffe32cacd,BMW,135,M 135i xdrive auto 306cv,,€ 33.499,43.000 km,Semiautomatico,04/2021,Benzina,225 kW (306 CV),
"BMW
135
M i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-i-xdrive-auto-benzina-bianco-47696916-15bd-4da4-995a-9e620adc7d88,BMW,135,M i xdrive auto,,€ 32.900,45.990 km,Automatico,01/2022,Benzina,225 kW (306 CV),
"BMW
120
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-d-5p-msport-diesel-nero-eef9fa32-b0a4-4cb9-8dbe-3b2f3c674bc6,BMW,120,d 5p. Msport,,€ 32.950,47.999 km,Automatico,08/2020,Diesel,140 kW (190 CV),
"BMW
118
M SPORT",https://www.autoscout24.it/annunci/bmw-118-m-sport-diesel-grigio-4f51f580-9ed3-4e4f-856a-42d61848c4e2,BMW,118,M SPORT,,€ 31.000,22.000 km,Automatico,06/2024,Diesel,110 kW (150 CV),
"BMW
120
120i 5p. Msport TETTO/PELLE/PALETTE/PACK NERO",https://www.autoscout24.it/annunci/bmw-120-120i-5p-msport-tetto-pelle-palette-pack-nero-benzina-grigio-2bc294fa-9aea-452c-9b96-417c991afddf,BMW,120,120i 5p. Msport TETTO/PELLE/PALETTE/PACK NERO,,€ 36.900,28.745 km,Automatico,12/2021,Benzina,131 kW (178 CV),
"BMW
118
118d Msport auto SOLO 12.000 km garanzia 5/2026",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-solo-12-000-km-garanzia-5-2026-diesel-grigio-9ad3b679-9506-40e1-8538-34f999696527,BMW,118,118d Msport auto SOLO 12.000 km garanzia 5/2026,,€ 32.800,12.000 km,Semiautomatico,05/2024,Diesel,110 kW (150 CV),
"BMW
125
Serie 1 F40 128ti auto",https://www.autoscout24.it/annunci/bmw-125-serie-1-f40-128ti-auto-benzina-nero-cb8e2312-6f9f-49c4-8489-160a31529a33,BMW,125,Serie 1 F40 128ti auto,,€ 35.900,35.045 km,Semiautomatico,11/2022,Benzina,195 kW (265 CV),
"BMW
118
118d Msport Exterior auto *Da ordinare",https://www.autoscout24.it/annunci/bmw-118-118d-msport-exterior-auto-da-ordinare-diesel-grigio-f04d26d5-6407-4a5d-8a24-aa6bfc9927ff,BMW,118,118d Msport Exterior auto *Da ordinare,,€ 34.900,12.500 km,Automatico,03/2023,Diesel,110 kW (150 CV),
"BMW
118
118d M SPORT PRO auto CERCHI 19""+ FRENI M SPORT",https://www.autoscout24.it/annunci/bmw-118-118d-m-sport-pro-auto-cerchi-19-freni-m-sport-diesel-86435cee-74f4-4f58-8e30-cec1bc4e2c99,BMW,118,"118d M SPORT PRO auto CERCHI 19""+ FRENI M SPORT",,€ 35.000,13.500 km,Semiautomatico,07/2023,Diesel,110 kW (150 CV),
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-c3682d39-57e3-43fd-9218-982187403ffe,BMW,118,d Msport auto,,€ 31.900,51.245 km,Automatico,04/2023,Diesel,110 kW (150 CV),
"BMW
118
Serie 1 F70 118d MSport Pro auto",https://www.autoscout24.it/annunci/bmw-118-serie-1-f70-118d-msport-pro-auto-diesel-grigio-4c9d94d5-5869-4423-afd4-dc0dbe33f549,BMW,118,Serie 1 F70 118d MSport Pro auto,,€ 33.900,8.000 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
120
120d Msport Exterior auto",https://www.autoscout24.it/annunci/bmw-120-120d-msport-exterior-auto-diesel-nero-caadd35b-a003-4deb-9266-7ed37772310c,BMW,120,120d Msport Exterior auto,,€ 31.990,44.000 km,Semiautomatico,05/2023,Diesel,140 kW (190 CV),
"BMW
118
i 5p. Msport *TETTO APRIBILE/H&K/MEMO SEDILI/19''*",https://www.autoscout24.it/annunci/bmw-118-i-5p-msport-tetto-apribile-h-k-memo-sedili-19-benzina-nero-03b2f254-b905-4fc7-a76b-b645c514c5bf,BMW,118,i 5p. Msport *TETTO APRIBILE/H&K/MEMO SEDILI/19''*,,€ 32.490,24.502 km,Automatico,03/2024,Benzina,100 kW (136 CV),
"BMW
128
ti 5p. Msport Pro Aut.",https://www.autoscout24.it/annunci/bmw-128-ti-5p-msport-pro-aut-benzina-blu-azzurro-e3398015-036a-4ed2-a88e-2213cd20733a,BMW,128,ti 5p. Msport Pro Aut.,,€ 34.900,12.838 km,Automatico,10/2022,Benzina,195 kW (265 CV),
"BMW
120
48V MSport Design auto SEDILI SPORTIVI NUOVO MOD.",https://www.autoscout24.it/annunci/bmw-120-48v-msport-design-auto-sedili-sportivi-nuovo-mod-elettrica-benzina-grigio-5b2d66f8-64ad-4a4c-98b8-9b5d43a23345,BMW,120,48V MSport Design auto SEDILI SPORTIVI NUOVO MOD.,,€ 35.490,3.000 km,Automatico,03/2025,Elettrica/Benzina,125 kW (170 CV),
"BMW
118
Serie 1 F40 118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-serie-1-f40-118d-msport-auto-diesel-grigio-a49bec6d-8aed-4303-bc18-6dbf448f2b2c,BMW,118,Serie 1 F40 118d Msport auto,,€ 30.500,30.435 km,Automatico,07/2022,Diesel,110 kW (150 CV),
"BMW
120
F40 Benzina 120i Msport auto",https://www.autoscout24.it/annunci/bmw-120-f40-benzina-120i-msport-auto-benzina-grigio-21134ae5-38a3-4c85-89cf-ed922254e509,BMW,120,F40 Benzina 120i Msport auto,,€ 34.900,22.188 km,Automatico,11/2023,Benzina,131 kW (178 CV),
"BMW
118
d M Sport F70!!! NUOVO MODELLO",https://www.autoscout24.it/annunci/bmw-118-d-m-sport-f70-nuovo-modello-diesel-nero-986d11d0-6126-44fa-9321-49a51475478b,BMW,118,d M Sport F70!!! NUOVO MODELLO,,€ 33.180,8.800 km,Automatico,10/2024,Diesel,110 kW (150 CV),
,https://www.autoscout24.it/annunci/bmw-120-120-5p-msport-nuovo-modello-navi-dab-park-assist-elettrica-benzina-grigio-62c8d8de-f89f-41ca-b666-17cd3049b3be,BMW,120,120 5p. MSport Nuovo Modello Navi DAB Park Assist,,€ 34.700,,,,,,
"BMW
135
M135I 306CV FULL OPT VARI COLORI / ALLESTIMENTI",https://www.autoscout24.it/annunci/bmw-135-m135i-306cv-full-opt-vari-colori-allestimenti-benzina-grigio-e5371721-3d66-49fe-a4fe-f12509fad619,BMW,135,M135I 306CV FULL OPT VARI COLORI / ALLESTIMENTI,,€ 35.900,26.000 km,Automatico,05/2022,Benzina,225 kW (306 CV),
"BMW
118
d Msport Auto FULL OPT NO OBBLIGO FINANZIAMENTO",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-full-opt-no-obbligo-finanziamento-diesel-bianco-aa517849-af9b-4e6d-8ace-82d42cd65d66,BMW,118,d Msport Auto FULL OPT NO OBBLIGO FINANZIAMENTO,,€ 31.900,19.000 km,Automatico,02/2024,Diesel,110 kW (150 CV),
"BMW
135
M XDRIVE LIVE COCKPIT LED KAMERA H&K PANORAMA",https://www.autoscout24.it/annunci/bmw-135-m-xdrive-live-cockpit-led-kamera-h-k-panorama-benzina-bianco-db721327-c861-49f8-8730-cd52c44f975b,BMW,135,M XDRIVE LIVE COCKPIT LED KAMERA H&K PANORAMA,,€ 31.890,40.800 km,Automatico,10/2020,Benzina,225 kW (306 CV),
"BMW
118
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-diesel-nero-70901bc0-bafe-4f1b-8a4f-6c3e51cf1815,BMW,118,d 5p. Msport,,€ 31.900,50.000 km,Automatico,05/2022,Diesel,110 kW (150 CV),
"BMW
120
M SPORT 18"" CRUISE ADATTIVO FULL LED ANDROID AUTO",https://www.autoscout24.it/annunci/bmw-120-m-sport-18-cruise-adattivo-full-led-android-auto-benzina-3c39711d-136a-4685-8a04-574de036ad6b,BMW,120,"M SPORT 18"" CRUISE ADATTIVO FULL LED ANDROID AUTO",,€ 34.500,10.500 km,Automatico,11/2024,Benzina,125 kW (170 CV),
"BMW
118
Msport M SPORT AUTO ACC GUSCIO TETTO HEAD UP 19",https://www.autoscout24.it/annunci/bmw-118-msport-m-sport-auto-acc-guscio-tetto-head-up-19-benzina-nero-2e0f2819-e0c3-47c1-b03d-2daba45701bc,BMW,118,Msport M SPORT AUTO ACC GUSCIO TETTO HEAD UP 19,,€ 32.450,24.752 km,Automatico,06/2024,Benzina,100 kW (136 CV),
"BMW
120
120d xdrive Msport auto",https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-msport-auto-diesel-grigio-8ab0892e-ea69-44e4-b2f1-6ea6031cbae3,BMW,120,120d xdrive Msport auto,,€ 31.999,50.000 km,Semiautomatico,09/2021,Diesel,140 kW (190 CV),
"BMW
118
118d auto M SPORT 2024",https://www.autoscout24.it/annunci/bmw-118-118d-auto-m-sport-2024-diesel-bianco-2c8085c0-599d-4881-852f-a3e418960512,BMW,118,118d auto M SPORT 2024,,€ 33.900,6.500 km,Automatico,11/2024,Diesel,110 kW (150 CV),
"BMW
118
D M SPORT MSPORT M-SPORT TETTO PDC 18"" F1 LED NAVI",https://www.autoscout24.it/annunci/bmw-118-d-m-sport-msport-m-sport-tetto-pdc-18-f1-led-navi-diesel-nero-3d2ab514-fbcd-4a41-b554-fced2777536e,BMW,118,"D M SPORT MSPORT M-SPORT TETTO PDC 18"" F1 LED NAVI",,€ 31.900,19.700 km,Automatico,10/2023,Diesel,110 kW (150 CV),
"BMW
118
Serie 1 F40 118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-serie-1-f40-118d-msport-auto-diesel-grigio-6aadd966-333f-4061-994c-fcc528b22831,BMW,118,Serie 1 F40 118d Msport auto,,€ 31.197,43.600 km,Semiautomatico,06/2023,Diesel,110 kW (150 CV),
"BMW
135
M 135i xdrive ColorVision Edition auto",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-colorvision-edition-auto-benzina-bianco-2463549d-c0a8-4d3d-8a7c-8a7399e5343e,BMW,135,M 135i xdrive ColorVision Edition auto,,€ 34.600,21.964 km,Automatico,03/2023,Benzina,225 kW (306 CV),
"BMW
120
120i M SPORT-LUCI AMBIENTE-VOLANTE RISCALDATO-LED",https://www.autoscout24.it/annunci/bmw-120-120i-m-sport-luci-ambiente-volante-riscaldato-led-benzina-grigio-ee2fe5db-c3f6-4e30-a132-0ee72227b7da,BMW,120,120i M SPORT-LUCI AMBIENTE-VOLANTE RISCALDATO-LED,,€ 30.500,9.800 km,Automatico,02/2024,Benzina,131 kW (178 CV),
"BMW
135
m 135i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-benzina-rosso-803ea253-383a-4e91-96f3-1ef78bf9359e,BMW,135,m 135i xdrive auto,,€ 30.900,41.353 km,Automatico,12/2021,Benzina,225 kW (306 CV),
"BMW
118
BMW 118d Msport Pro",https://www.autoscout24.it/annunci/bmw-118-bmw-118d-msport-pro-diesel-nero-b06bc4a9-0493-4e2a-80fd-d67a55a5cdca,BMW,118,BMW 118d Msport Pro,,€ 38.550,4.520 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
120
d Msport xdrive auto",https://www.autoscout24.it/annunci/bmw-120-d-msport-xdrive-auto-diesel-nero-2ba4981e-ef1b-48a8-a6cc-60f97a296e25,BMW,120,d Msport xdrive auto,,,60.675 km,Automatico,07/2023,Diesel,140 kW (190 CV),
"BMW
135
M 135i xdrive",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-benzina-bianco-208bc4fd-8ced-49d7-8a21-d287f51c1802,BMW,135,M 135i xdrive,,€ 32.950,67.642 km,Automatico,06/2021,Benzina,225 kW (306 CV),
"BMW
118
118d 5p. M Sport auto #Alpinweiss",https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-auto-alpinweiss-diesel-bianco-2e3a2fc5-0c6b-4fbc-8042-a6aac9b6f7b0,BMW,118,118d 5p. M Sport auto #Alpinweiss,,,18.250 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
120
Serie 1 120i 5p. Msport",https://www.autoscout24.it/annunci/bmw-120-serie-1-120i-5p-msport-benzina-grigio-91c217fb-d299-43ee-87b5-8e55a08b727c,BMW,120,Serie 1 120i 5p. Msport,,€ 32.900,11.350 km,Automatico,04/2021,Benzina,131 kW (178 CV),
,https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-benzina-blu-azzurro-399f4e01-0b14-40f0-ba68-3e930a3334cb,BMW,135,M 135i xdrive,,€ 36.500,,,,,,
"BMW
116
5-porte 116 Msport Package",https://www.autoscout24.it/annunci/bmw-116-5-porte-116-msport-package-benzina-bianco-d00a2d5f-5fd2-4c66-ba13-f8366459881c,BMW,116,5-porte 116 Msport Package,,€ 30.700,- km,Automatico,07/2025,Benzina,90 kW (122 CV),
"BMW
118
118d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-diesel-grigio-60df2ac2-b591-4ede-aae9-1898e6e5985c,BMW,118,118d 5p. M Sport,,€ 32.890,16.608 km,Automatico,12/2023,Diesel,110 kW (150 CV),
"BMW
118
d Msport M-SPORT STEPTRONIC",https://www.autoscout24.it/annunci/bmw-118-d-msport-m-sport-steptronic-diesel-grigio-6b0f98d3-b39e-4693-b3e0-cfda9c718131,BMW,118,d Msport M-SPORT STEPTRONIC,,€ 32.800,23.930 km,Automatico,03/2024,Diesel,110 kW (150 CV),
"BMW
128
ti auto",https://www.autoscout24.it/annunci/bmw-128-ti-auto-benzina-bianco-9c71f069-476f-4e63-8594-2c12cce0d950,BMW,128,ti auto,,€ 30.950,27.265 km,Automatico,06/2022,Benzina,195 kW (265 CV),
"BMW
118
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-diesel-bianco-26ae70fb-14f9-4e35-87a9-cc0fe40b362d,BMW,118,d 5p. Msport,,€ 30.800,16.360 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
120
120i Msport auto",https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-elettrica-benzina-nero-fc7d5cd8-f9a5-45dc-bd6b-43ceab828874,BMW,120,120i Msport auto,,€ 37.950,10.448 km,Automatico,12/2024,Elettrica/Benzina,131 kW (178 CV),
"BMW
135
5-porte M 135i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-5-porte-m-135i-xdrive-auto-benzina-grigio-10f23651-8097-4fd2-90ac-d6ef1ccc23cd,BMW,135,5-porte M 135i xdrive auto,,,26.263 km,Automatico,06/2021,Benzina,225 kW (306 CV),
"BMW
120
D M-SPORT LED NAVI VARI COLORI E ALLESTIMENTI",https://www.autoscout24.it/annunci/bmw-120-d-m-sport-led-navi-vari-colori-e-allestimenti-diesel-grigio-7b52457a-55bf-42c8-bea5-ca8851d23005,BMW,120,D M-SPORT LED NAVI VARI COLORI E ALLESTIMENTI,,€ 31.900,19.800 km,Automatico,12/2022,Diesel,131 kW (178 CV),
"BMW
118
118d Msport auto ***Da Ordinare",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-da-ordinare-diesel-bianco-26c98c75-ccc3-4531-afa1-de2979f4328b,BMW,118,118d Msport auto ***Da Ordinare,,€ 32.000,55.000 km,Automatico,09/2021,Diesel,110 kW (150 CV),
"BMW
118
118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-grigio-652798d9-1000-45de-8e4c-a6e68cdfa2a3,BMW,118,118d Msport auto,,€ 33.900,35.000 km,Semiautomatico,11/2023,Diesel,110 kW (150 CV),
"BMW
118
i Msport + sedili riscaldati + retrocamera",https://www.autoscout24.it/annunci/bmw-118-i-msport-sedili-riscaldati-retrocamera-benzina-grigio-6f55c9b1-6636-4a41-b0f0-ecdff7b90932,BMW,118,i Msport + sedili riscaldati + retrocamera,,€ 31.499,9.173 km,Automatico,05/2024,Benzina,100 kW (136 CV),
"BMW
118
d MSport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-5eebc837-add4-47aa-a683-7510339764d8,BMW,118,d MSport auto,,€ 36.000,10 km,Automatico,02/2025,Diesel,110 kW (150 CV),
"BMW
135
M 135i xdrive auto",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-benzina-grigio-768c3809-788e-49de-96c9-3f30d59ccfdc,BMW,135,M 135i xdrive auto,,€ 35.900,60.187 km,Automatico,05/2022,Benzina,225 kW (306 CV),
"BMW
135
M 135i xdrive",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-benzina-rosso-28f2a887-a24d-4f20-bb47-d88088318535,BMW,135,M 135i xdrive,,€ 32.470,40.337 km,Automatico,02/2022,Benzina,225 kW (306 CV),
"BMW
118
BMW SERIE 1 118D DCT 150CV MY’ 25",https://www.autoscout24.it/annunci/bmw-118-bmw-serie-1-118d-dct-150cv-my-25-diesel-nero-71d9ad87-8f6b-4ec7-bf3a-97aa88198471,BMW,118,BMW SERIE 1 118D DCT 150CV MY’ 25,,€ 35.400,1 km,Automatico,07/2025,Diesel,110 kW (150 CV),
BMW120diesel Serie 1  120d  (F40)  xDrive 5p. M sport,https://www.autoscout24.it/annunci/bmw-120-diesel-serie-1-120d-f40-xdrive-5p-m-sport-diesel-grigio-3d13a4c2-1eee-4ee7-b17d-2042d171f05f,BMW,120,diesel Serie 1  120d  (F40)  xDrive 5p. M sport,,€ 34.900,18.000 km,Automatico,02/2024,Diesel,140 kW (190 CV),
"BMW
135
M 135i xdrive Auto ITALIANA-TETTO-RETROCAMERA-PDC",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-italiana-tetto-retrocamera-pdc-benzina-bianco-b5fc230d-0153-484d-aab4-5ad30713f74e,BMW,135,M 135i xdrive Auto ITALIANA-TETTO-RETROCAMERA-PDC,,€ 37.990,29.900 km,Automatico,03/2023,Benzina,225 kW (306 CV),
"BMW
120
120i Msport auto",https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-benzina-nero-6f0587fb-9285-45e2-a77b-60012b80f681,BMW,120,120i Msport auto,,€ 31.000,11.600 km,Automatico,11/2023,Benzina,131 kW (178 CV),
,https://www.autoscout24.it/annunci/bmw-120-120-48v-5p-msport-camera-live-cockpit-18-elettrica-benzina-nero-85cd1f34-c088-453b-9dc4-b6c9fe448702,BMW,120,"120 48V 5p. MSport Camera Live cockpit 18""",,€ 34.700,,,,,,
"BMW
120
D M-SPORT LED VARI COLORI DISPONIBILI",https://www.autoscout24.it/annunci/bmw-120-d-m-sport-led-vari-colori-disponibili-diesel-bianco-704c282a-b4a1-47c8-8936-b059405bbdbc,BMW,120,D M-SPORT LED VARI COLORI DISPONIBILI,,€ 30.900,19.400 km,Automatico,10/2022,Diesel,140 kW (190 CV),
"BMW
118
d 5 Porte Msport",https://www.autoscout24.it/annunci/bmw-118-d-5-porte-msport-diesel-grigio-2413c4a3-da16-4c8f-b556-36176cfded91,BMW,118,d 5 Porte Msport,,€ 30.900,15.683 km,Automatico,02/2024,Diesel,110 kW (150 CV),
"BMW
135
i xDrive Msport Aut. + Tetto apr.",https://www.autoscout24.it/annunci/bmw-135-i-xdrive-msport-aut-tetto-apr-benzina-bianco-304b62fd-51b5-4a94-a93b-431bf26d05dc,BMW,135,i xDrive Msport Aut. + Tetto apr.,,€ 33.900,44.357 km,Automatico,05/2022,Benzina,225 kW (306 CV),
"BMW
128
ti Msport Steptronic 5p. UNICO PR.",https://www.autoscout24.it/annunci/bmw-128-ti-msport-steptronic-5p-unico-pr-benzina-bianco-c370ef57-6d7d-48b5-82d2-33ec6aad9f65,BMW,128,ti Msport Steptronic 5p. UNICO PR.,,€ 30.200,56.700 km,Automatico,05/2021,Benzina,195 kW (265 CV),
"BMW
128
ti auto",https://www.autoscout24.it/annunci/bmw-128-ti-auto-benzina-grigio-b46a01ac-3739-4890-805e-0352e52eb1a8,BMW,128,ti auto,,€ 32.000,63.492 km,Automatico,03/2022,Benzina,195 kW (265 CV),
"BMW
128
128ti 5p. Msport",https://www.autoscout24.it/annunci/bmw-128-128ti-5p-msport-benzina-argento-f1c41555-70f2-453d-93f6-6e608262493e,BMW,128,128ti 5p. Msport,,€ 35.990,52.000 km,Automatico,12/2022,Benzina,195 kW (265 CV),
"BMW
118
D M SPORT NEW NAVI LASER 19 H&K HEAD-UP",https://www.autoscout24.it/annunci/bmw-118-d-m-sport-new-navi-laser-19-h-k-head-up-diesel-nero-b37a9b17-167c-4169-b725-2f131b4a435a,BMW,118,D M SPORT NEW NAVI LASER 19 H&K HEAD-UP,,€ 36.890,6.900 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
118
118i Msport 5p aut.",https://www.autoscout24.it/annunci/bmw-118-118i-msport-5p-aut-benzina-nero-b37c7c57-3af7-49a8-8546-848ac31ee131,BMW,118,118i Msport 5p aut.,,€ 36.966,11.800 km,Automatico,09/2023,Benzina,100 kW (136 CV),
"BMW
120
120d xDrive Aut 5p MSport M-Sport *IN ARRIVO",https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-aut-5p-msport-m-sport-in-arrivo-diesel-nero-e2a068b2-b6ce-4d7b-bd96-9ad88c3b89f4,BMW,120,120d xDrive Aut 5p MSport M-Sport *IN ARRIVO,,€ 31.900,48.690 km,Automatico,11/2020,Diesel,140 kW (190 CV),
"BMW
118
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-diesel-blu-azzurro-bfde16dd-a50b-4349-9192-cc0de32e79ef,BMW,118,d 5p. Msport,,€ 33.950,28.999 km,Automatico,04/2022,Diesel,110 kW (150 CV),
"BMW
118
d MSport LED CERCHI 18 SOLI 6.566 KM!!!",https://www.autoscout24.it/annunci/bmw-118-d-msport-led-cerchi-18-soli-6-566-km-diesel-grigio-9adcf4c2-14eb-463c-8512-4669fddb247a,BMW,118,d MSport LED CERCHI 18 SOLI 6.566 KM!!!,,€ 35.800,6.566 km,Automatico,10/2024,Diesel,110 kW (150 CV),
"BMW
130
BMW 128 TI",https://www.autoscout24.it/annunci/bmw-130-bmw-128-ti-benzina-nero-a31911fa-565d-466e-beea-fc160e5425cc,BMW,130,BMW 128 TI,,€ 31.900,19.000 km,Automatico,11/2023,Benzina,195 kW (265 CV),
"BMW
120
120 48V MSport auto M Sport GARANZIA UFFICIALE",https://www.autoscout24.it/annunci/bmw-120-120-48v-msport-auto-m-sport-garanzia-ufficiale-elettrica-benzina-nero-7e96b3db-09f5-48b9-96da-f42731ade281,BMW,120,120 48V MSport auto M Sport  GARANZIA UFFICIALE,,€ 36.000,23.326 km,Automatico,12/2024,Elettrica/Benzina,125 kW (170 CV),
"BMW
118
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-diesel-nero-3fecaabf-96ab-46a4-961c-57954bd474f9,BMW,118,d 5p. Msport,,€ 30.800,11.690 km,Automatico,05/2024,Diesel,110 kW (150 CV),
"BMW
135
M 135i xDrive",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-benzina-bianco-ba24cbab-e089-4224-a3e6-9e104382559b,BMW,135,M 135i xDrive,,€ 33.900,58.000 km,Automatico,01/2022,Benzina,225 kW (306 CV),
"BMW
118
118i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-grigio-5401d381-853f-4054-9901-51c2de6e180c,BMW,118,118i 5p. Msport,,€ 30.890,9.060 km,Automatico,09/2024,Benzina,100 kW (136 CV),
"BMW
120
i Msport Auto *PERFETTA*PARI AL NUOVO",https://www.autoscout24.it/annunci/bmw-120-i-msport-auto-perfetta-pari-al-nuovo-benzina-grigio-4c8ee264-14b3-46bb-b0ae-ebe5c7a4b4bd,BMW,120,i Msport Auto *PERFETTA*PARI AL NUOVO,,€ 30.950,19.261 km,Automatico,11/2022,Benzina,131 kW (178 CV),
