Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Venditore
Mercedes-Benz Classe A - 118d 5p. Msport,"BMW Serie 1 118d
118d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-727970b45860150c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-727970b45860150c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24, 24.900 €,122.000 km ,Man. ,"Giu, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 120d,"BMW Serie 1 120d
120d",https://autosupermarket.it/annunci/bmw-serie-1-120d-ibrida-diesel-elettrico-2024-c34ace3ed23f3b4d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24,https://autosupermarket.it/annunci/bmw-serie-1-120d-ibrida-diesel-elettrico-2024-c34ace3ed23f3b4d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24,"45.000 €
    
    
    

- 3% 43.900 €",14.500 km ,Aut. 7 marce ,"Ago, 2024",Ibrida Diesel/Elettrico,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d xDrive 5p. Msport,"BMW Serie 1 120d
d xDrive 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-3c4ec81ac8bf6bbc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-3c4ec81ac8bf6bbc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24, 30.900 €,74.980 km ,Aut. 8 marce ,"Gen, 2021",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - d 5p. Msport Automatica #BLACK PACK,"BMW Serie 1 M
d 5p. Msport Automatica #BLACK PACK",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-3e6d916edbf5df81?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-3e6d916edbf5df81?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24, 33.400 €,23.000 km ,Aut. 8 marce ,"Mag, 2024",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - i 5p. Luxury PELLE TOTALE / NEOPATENTATI,"BMW Serie 1 118i
i 5p. Luxury PELLE TOTALE / NEOPATENTATI",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-8f6ba49f2cc064b3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-8f6ba49f2cc064b3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24, 25.000 €,16.529 km ,Aut. 7 marce ,"Lug, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - i 5p. Msport,"BMW Serie 1 M
i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2022-0f0bacb604f189cf?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2022-0f0bacb604f189cf?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D24, 27.980 €,26.477 km ,Aut. ,"Giu, 2022",Benzina,Usata,,,
Mercedes-Benz Classe A - d 5p. M Sport,"BMW Serie 1 M
d 5p. M Sport",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-ef45f6bd8835894e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-ef45f6bd8835894e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 34.980 €,20.435 km ,Aut. ,"Feb, 2024",Benzina,Usata,,,
Mercedes-Benz Classe A - d 5p. Auto Msport,"BMW Serie 1 M
d 5p. Auto Msport",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2021-841e2f78e86cd117?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2021-841e2f78e86cd117?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 22.900 €,84.000 km ,Aut. 8 marce ,"Feb, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - i 5p. Msport,"BMW Serie 1 118i
i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-17431e9ed24f15e6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2022-17431e9ed24f15e6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 26.500 €,44.600 km ,Man. 6 marce ,"Gen, 2022",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - i 5p. Business Advantage,"BMW Serie 1 118i
i 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-2a00ecf0b7e254d3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2020-2a00ecf0b7e254d3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 19.500 €,38.000 km ,Man. 6 marce ,"Mag, 2020",Benzina,Usata,103kW (141CV) ,,
Mercedes-Benz Classe A - d 5p. M Sport,"BMW Serie 1 M
d 5p. M Sport",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-9c9ce1b21b7b4d07?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-9c9ce1b21b7b4d07?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 31.950 €,20.655 km ,Aut. ,"Gen, 2024",Benzina,Usata,,,
Mercedes-Benz Classe A - d 5p. Msport,"BMW Serie 1 118d
d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2023-621fdc80c12729ab?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2023-621fdc80c12729ab?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 28.900 €,24.000 km ,Aut. 8 marce ,"Feb, 2023",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. Msport M Sport,"BMW Serie 1 118d
d 5p. Msport M Sport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-a8c52e893a79431d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-a8c52e893a79431d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 24.500 €,98.000 km ,Aut. 8 marce ,"Mar, 2020",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 120d xdrive Msport auto/IVA ESPOSTA,"BMW Serie 1 120d
120d xdrive Msport auto/IVA ESPOSTA",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2022-e967aa000eef99f3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2022-e967aa000eef99f3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 29.990 €,60.000 km ,Aut. 8 marce ,"Giu, 2022",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - d 5p. M Sport,"BMW Serie 1 M
d 5p. M Sport",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-24f7cb477822a8bc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-24f7cb477822a8bc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 31.950 €,27.210 km ,Aut. ,"Feb, 2024",Benzina,Usata,,,
Mercedes-Benz Classe A - 120,"BMW Serie 1 120
120",https://autosupermarket.it/annunci/bmw-serie-1-120-ibrida-2024-43b8809f56c2ec30?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-120-ibrida-2024-43b8809f56c2ec30?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,"45.000 €
    
    
    

- 5% 43.000 €",100 km ,Aut. 7 marce ,"Ago, 2024",Ibrida,Nuova,115kW (157CV) ,,
Mercedes-Benz Classe A - i 5p. Business Advantage,"BMW Serie 1 116i
i 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2024-4ee7c3ccc87a59cb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2024-4ee7c3ccc87a59cb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 27.900 €,23.300 km ,Aut. 6 marce ,"Feb, 2024",Benzina,Usata,80kW (109CV) ,,
Mercedes-Benz Classe A - d xDrive 5p. M sport auto,"BMW Serie 1 120d
d xDrive 5p. M sport auto",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-b9d2c9596a365bf9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-b9d2c9596a365bf9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,"31.886 €
    
    
    

- 6% 29.986 €",37.863 km ,Aut. 8 marce ,"Ago, 2021",Diesel,Usata,140kW (191CV) ,,
Mercedes-Benz Classe A - 118d 5p. Msport TETTO APRIBILE + SEDILI SPORTIVI M,"BMW Serie 1 118d
118d 5p. Msport TETTO APRIBILE + SEDILI SPORTIVI M",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-4b9874240bc235b5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-4b9874240bc235b5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25, 31.400 €,50.800 km ,Aut. 8 marce ,"Apr, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 118 d SCR Msport Steptronic,"BMW Serie 1 118d
118 d SCR Msport Steptronic",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-0c00830388f9fefc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-0c00830388f9fefc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,"33.500 €
    
    
    

- 4% 32.400 €",20.966 km ,Aut. 8 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A -  - 116d 5p. msport,BMW Serie 1 116d  - 116d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2023-4d5fec964de342ad?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2023-4d5fec964de342ad?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,"29.000 €
    
    
    

- 2% 28.500 €",58.500 km ,Aut. 6 marce ,"Feb, 2023",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A -  - 116d 5p. msport,BMW Serie 1 116d  - 116d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-14ed49b4fbe6cc82?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-14ed49b4fbe6cc82?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D25,"25.500 €
    
    
    

- 3% 24.900 €",81.300 km ,Aut. 6 marce ,"Mag, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - i 5p. Advantage DCT,"BMW Serie 1 118d
i 5p. Advantage DCT",https://autosupermarket.it/annunci/bmw-serie-1-118d-benzina-2023-677a62fa1b31d5a6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-118d-benzina-2023-677a62fa1b31d5a6?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 24.900 €,57.700 km ,Aut. 8 marce ,"Mag, 2023",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A -  - 116d 5p. msport,BMW Serie 1 116d  - 116d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-33073b6beeed928d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-33073b6beeed928d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,"27.900 €
    
    
    

- 2% 27.400 €",100.000 km ,Aut. 6 marce ,"Gen, 2022",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A -  - 118d 5p. msport,BMW Serie 1 118d  - 118d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-dda48d1a5d7fb363?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-dda48d1a5d7fb363?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 33.900 €,31.100 km ,Aut. 6 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 120d,"BMW Serie 1 120d
120d",https://autosupermarket.it/annunci/bmw-serie-1-120d-ibrida-diesel-elettrico-2024-d260950f6e7458fe?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-120d-ibrida-diesel-elettrico-2024-d260950f6e7458fe?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,"45.000 €
    
    
    

- 4% 43.500 €",11.500 km ,Aut. 7 marce ,"Set, 2024",Ibrida Diesel/Elettrico,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - d 5p. Business Advantage Led Automatica,"BMW Serie 1 116d
d 5p. Business Advantage Led Automatica",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-c7b2cecb7fb3db73?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-c7b2cecb7fb3db73?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 19.900 €,67.771 km ,Aut. 7 marce ,"Nov, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - d 5p. Business Advantage,"BMW Serie 1 116d
d 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-4920a34a18672016?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-4920a34a18672016?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 21.800 €,45.175 km ,Aut. 6 marce ,"Apr, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A - 118 d MSport Pro DCT,"BMW Serie 1 118d
118 d MSport Pro DCT",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-a2e82dd7f5cf2782?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-a2e82dd7f5cf2782?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,"52.510 €
    
    
    

- 26% 38.900 €",10.950 km ,Aut. 7 marce ,"Feb, 2025",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - i 5p. Msport M-sport /ACC/Pack Black,"BMW Serie 1 118i
i 5p. Msport M-sport /ACC/Pack Black",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-c26cd35a02b6229c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-c26cd35a02b6229c?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 31.900 €,12.390 km ,Aut. 7 marce ,"Mag, 2024",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - 118d 5p. Msport,"BMW Serie 1 118d
118d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-9be416af15a595e3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2020-9be416af15a595e3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 25.500 €,118.000 km ,Aut. 6 marce ,"Mag, 2020",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 118d msport auto,"BMW Serie 1 118d
118d msport auto",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-e8a9ea8c3c22df7d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2025-e8a9ea8c3c22df7d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 38.900 €,8.046 km ,Aut. ,"Feb, 2025",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 116d 5p. Business Advantage,"BMW Serie 1 116d
116d 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-415fc8c5bd885d7e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-415fc8c5bd885d7e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,"22.900 €
    
    
    

- 14% 19.900 €",97.000 km ,Man. 6 marce ,"Apr, 2022",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A -  - m 135i xdrive,BMW Serie 1 135i  - m 135i xdrive,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2022-f58555f5a81f8f36?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2022-f58555f5a81f8f36?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 37.500 €,66.100 km ,Aut. 8 marce ,"Apr, 2022",Benzina,Usata,225kW (306CV) ,,
Mercedes-Benz Classe A - 128ti 5p. Msport,"BMW Serie 1 128ti
128ti 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-128ti-benzina-2020-1e2ee35a87e5af16?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-128ti-benzina-2020-1e2ee35a87e5af16?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 29.990 €,53.000 km ,Aut. ,"Nov, 2020",Benzina,Usata,195kW (266CV) ,,
Mercedes-Benz Classe A -  - 118d 5p. msport,BMW Serie 1 118d  - 118d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-75c5c14d2ce1ea21?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-75c5c14d2ce1ea21?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26, 28.000 €,85.950 km ,Aut. 6 marce ,"Dic, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A -  - 116d 5p. msport,BMW Serie 1 116d  - 116d 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-7b086a9fdb3f6974?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-7b086a9fdb3f6974?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,"27.000 €
    
    
    

- 2% 26.500 €",64.100 km ,Aut. 6 marce ,"Lug, 2021",Diesel,Usata,85kW (116CV) ,,
Mercedes-Benz Classe A -  - 128ti 5p. msport,BMW Serie 1 128ti  - 128ti 5p. msport,https://autosupermarket.it/annunci/bmw-serie-1-128ti-benzina-2021-6c7113db4945a1f4?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,https://autosupermarket.it/annunci/bmw-serie-1-128ti-benzina-2021-6c7113db4945a1f4?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D26,"32.500 €
    
    
    

- 2% 31.900 €",73.230 km ,Aut. 8 marce ,"Nov, 2021",Benzina,Usata,195kW (266CV) ,,
Mercedes-Benz Classe A - i 5p. Msport,"BMW Serie 1 M
i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2021-15f1d098d5ba02e8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2021-15f1d098d5ba02e8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27, 27.950 €,47.999 km ,Aut. 6 marce ,"Dic, 2021",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - Serie  d Msport auto,BMW Serie 1 M Serie  d Msport auto,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2021-a4be13e7325edc12?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2021-a4be13e7325edc12?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27, 21.500 €,92.559 km ,Aut. ,"Giu, 2021",Diesel,Usata,110kW (150CV) ,,
Mercedes-Benz Classe A - 118i advantage 136cv auto,"BMW Serie 1 118i
118i advantage 136cv auto",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-a02631db7db169ce?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-a02631db7db169ce?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27, 20.200 €,85.730 km ,Aut. ,"Apr, 2021",Benzina,Usata,100kW (136CV) ,,
Mercedes-Benz Classe A - I 109CV ADVANTAGE CAMBIO AUTOMATICO,"BMW Serie 1 116i 
  
  
  
  
  
  
  

 Incidentata I 109CV ADVANTAGE CAMBIO AUTOMATICO",https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2022-155dad885f497f64?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27,https://autosupermarket.it/annunci/bmw-serie-1-116i-benzina-2022-155dad885f497f64?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27, 6.300 €,6.000 km ,Aut. 8 marce ,"Ott, 2022",Benzina,Usata,80kW (109CV) ,,
Mercedes-Benz Classe A - d 5p. Msport  NEOPATENTATI,BMW Serie 1 116d d 5p. Msport  NEOPATENTATI,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-4d92bc6aa6217594?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-4d92bc6aa6217594?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D27, 27.000 €,31.000 km ,Aut. ,"Set, 2021",Diesel,Usata,85kW (116CV) ,,
