Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Località2,Venditore
"Audi A3
sportback 35 2.0 tdi business advanced s tronic",sportback 35 2.0 tdi business advanced s tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-052c8763dc57454b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-052c8763dc57454b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,"34.900 €
    
    
    

- 5% 33.400 €",18.177 km ,Aut. ,"Feb, 2024",Diesel,Usata,110kW (150CV) ,,26100 Cremona (CR),
"Audi A3
S-Line",S-Line,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-0bd3a4b70a9f0910?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-0bd3a4b70a9f0910?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.450 €,69.900 km ,Aut. 7 marce ,"Ago, 2020",Diesel,Usata,111kW (151CV) ,,37035 San Giovanni Ilarione (VR),
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-b9f4db926d3ec169?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-b9f4db926d3ec169?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.450 €,24.654 km ,Aut. 7 marce ,"Mar, 2024",Ibrida,Usata,110kW (150CV) ,,32032 Feltre (BL),
"Audi A3
SPB 35 TDI Business Advanced",SPB 35 TDI Business Advanced,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-c1041d8c693b8401?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-c1041d8c693b8401?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.500 €,19.000 km ,Man. 6 marce ,"Apr, 2023",Diesel,Usata,110kW (150CV) ,,41051 Castelnuovo Rangone (MO),
"Audi A3
SPB 35 TDI Stronic S line INT/EST LED MATRIX",SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-b6f41de4dd4ef6c7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-b6f41de4dd4ef6c7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.500 €,24.040 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,10156 Torino (TO),
"Audi A3
sportback 40 1.4 tfsi e business s-tronic",sportback 40 1.4 tfsi e business s-tronic,https://autosupermarket.it/annunci/audi-a3-1-4-ibrida-2024-9d484e4a4aebe918?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-1-4-ibrida-2024-9d484e4a4aebe918?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.500 €,7.180 km ,Aut. ,"Mar, 2024",Ibrida,Usata,150kW (204CV) ,,24124 Bergamo (BG),
,,,,,,,,,,,,,
"Audi A3
Sedan 35 TDI S tronic Advanced",Sedan 35 TDI S tronic Advanced,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-bb9dd6f0f20efdc8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-bb9dd6f0f20efdc8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.600 €,27.000 km ,Aut. 7 marce ,"Dic, 2020",Diesel,Usata,110kW (150CV) ,,41051 Castelnuovo Rangone (MO),
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-d47e506d5ddba16b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-d47e506d5ddba16b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.700 €,9.500 km ,Aut. 7 marce ,"Giu, 2023",Ibrida,Usata,110kW (150CV) ,,10040 Leini (TO),
"Audi A3
SPB 30 TDI S tronic S line PRIMA SCELTA PLUS",SPB 30 TDI S tronic S line PRIMA SCELTA PLUS,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2024-1b9bc02b2ca22f29?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2024-1b9bc02b2ca22f29?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.800 €,20.000 km ,Aut. 7 marce ,"Gen, 2024",Diesel,Usata,85kW (116CV) ,,71029 Troia (FG),
"Audi A3
SPB 35 TDI S tronic S line edition #Led.Matrix",SPB 35 TDI S tronic S line edition #Led.Matrix,https://autosupermarket.it/annunci/audi-a3-35-tfsi-diesel-2024-4ba7244ab6a2c857?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tfsi-diesel-2024-4ba7244ab6a2c857?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.800 €,20.000 km ,Aut. 7 marce ,"Feb, 2024",Diesel,Usata,110kW (150CV) ,,30035 Mirano (VE),
Audi A3  - a3 sedan 35 2.0 tdi s line edition s-tronic, - a3 sedan 35 2.0 tdi s line edition s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-a586d208ac644652?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-a586d208ac644652?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.800 €,26.506 km ,Aut. ,"Giu, 2024",Diesel,Usata,110kW (150CV) ,,20126 Milano (MI),
,,,,,,,,,,,,,
"Audi A3
S Line edition",S Line edition,https://autosupermarket.it/annunci/audi-a3-40-tfsi-benzina-2021-a034d7bc03b85517?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-40-tfsi-benzina-2021-a034d7bc03b85517?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.900 €,15.000 km ,Aut. 7 marce ,"Feb, 2021",Benzina,Usata,150kW (204CV) ,,03023 Ceccano (FR),
"Audi A3
SPORTBACK 35 TDI S-TRONIC S LINE EDITION",SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-058f0388aea353e7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-058f0388aea353e7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,"35.900 €
    
    
    

- 6% 33.900 €",20.634 km ,Aut. 7 marce ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,31020 San Fior (TV),
"Audi A3
SPORTBACK 35 TDI S-TRONIC S LINE EDITION",SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-5b3128bcfb42d08f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-5b3128bcfb42d08f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.900 €,23.813 km ,Aut. 7 marce ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,31020 San Fior (TV),
"Audi A3
Sedan 35 TDI S tronic S line edition",Sedan 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-30c672527cb8d748?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-30c672527cb8d748?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.900 €,26.105 km ,Aut. 7 marce ,"Giu, 2024",Diesel,Usata,110kW (150CV) ,,40055 Castenaso (BO),
"Audi A3
SPORTBACK 35 TDI S-TRONIC S LINE EDITION",SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-b9b143534fa22486?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-b9b143534fa22486?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D30, 33.900 €,28.151 km ,Aut. 7 marce ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,31020 San Fior (TV),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
SPORTBACK 35 TDI S-TRONIC S LINE EDITION",SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-deceaa57dc96c121?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-deceaa57dc96c121?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,"35.900 €
    
    
    

- 6% 33.900 €",24.194 km ,Aut. 7 marce ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,31020 San Fior (TV),
"Audi A3
SPORTBACK 35 TDI S-TRONIC S LINE EDITION",SPORTBACK 35 TDI S-TRONIC S LINE EDITION,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-229bc434e06155b8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-229bc434e06155b8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,"35.900 €
    
    
    

- 6% 33.900 €",24.582 km ,Aut. 7 marce ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,31020 San Fior (TV),
"Audi A3
Sedan 35 TDI S tronic S line edition",Sedan 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-4f1ce4d541f751a9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-4f1ce4d541f751a9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.900 €,20.777 km ,Aut. 7 marce ,"Giu, 2024",Diesel,Usata,110kW (150CV) ,,40055 Castenaso (BO),
"Audi A3
SPB 30 TFSI S tronic *NEOPAT*S-LINE EXTERIOR*ACC*",SPB 30 TFSI S tronic *NEOPAT*S-LINE EXTERIOR*ACC*,https://autosupermarket.it/annunci/audi-a3-30-tfsi-ibrida-2023-6b3f44906bb5c954?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-30-tfsi-ibrida-2023-6b3f44906bb5c954?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.900 €,22.060 km ,Aut. 7 marce ,"Feb, 2023",Ibrida,Usata,81kW (111CV) ,,20041 Bussero (MI),
"Audi A3
SPB 30 TFSI S tronic *NEOPAT*S-LINE EXTERIOR*ACC*",SPB 30 TFSI S tronic *NEOPAT*S-LINE EXTERIOR*ACC*,https://autosupermarket.it/annunci/audi-a3-30-tfsi-benzina-2023-6f4d215be31a99ee?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-30-tfsi-benzina-2023-6f4d215be31a99ee?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.900 €,22.060 km ,Aut. 7 marce ,"Feb, 2023",Benzina,Usata,81kW (111CV) ,,20041 Bussero (MI),
"Audi A3
A3 SPB 35 TDI S tronic S line edition",A3 SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-1ac507c53e3a5285?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-1ac507c53e3a5285?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.900 €,59.251 km ,Aut. 7 marce ,"Apr, 2021",Diesel,Usata,110kW (150CV) ,,25030 Castrezzato (BS),
,,,,,,,,,,,,,
"Audi A3
sportback 35 2.0 tdi s line edition s tronic",sportback 35 2.0 tdi s line edition s tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-cddb4251c3f06c11?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-cddb4251c3f06c11?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,"34.400 €
    
    
    

- 2% 33.900 €",17.526 km ,Aut. ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,25123 Brescia (BS),
"Audi A3
sportback 30 1.5 g-tron s line edition s tronic",sportback 30 1.5 g-tron s line edition s tronic,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-metano-2023-2fafc4b57f065aaa?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-metano-2023-2fafc4b57f065aaa?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,"34.900 €
    
    
    

- 3% 33.900 €",11.784 km ,Aut. ,"Dic, 2023",Metano,Usata,96kW (131CV) ,,26100 Cremona (CR),
"Audi A3
sportback 35 2.0 tdi s line edition s tronic",sportback 35 2.0 tdi s line edition s tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-67cb524b0f65e090?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-67cb524b0f65e090?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,"34.400 €
    
    
    

- 2% 33.900 €",20.363 km ,Aut. ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,25123 Brescia (BS),
"Audi A3
SPB 35 TDI Stronic S line INT/EST LED MATRIX",SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-36aee906369a5a33?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-36aee906369a5a33?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.900 €,17.600 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,10156 Torino (TO),
"Audi A3
SPB 35 TDI Stronic S line INT/EST LED MATRIX",SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-680d9d2d291be159?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-680d9d2d291be159?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.900 €,16.000 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,10156 Torino (TO),
,,,,,,,,,,,,,
"Audi A3
SPB 35 TDI Stronic S line INT/EST LED MATRIX",SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-1fd7aef54d857ded?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-1fd7aef54d857ded?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.900 €,11.600 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,10156 Torino (TO),
"Audi A3
SPB 35 TDI Stronic S line INT/EST LED MATRIX",SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-2b0e4c039446681d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-2b0e4c039446681d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.900 €,14.090 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,10156 Torino (TO),
"Audi A3
SPB 35 TDI S line edition - tetto apribile SENZA VINCOLI FINANZIARI",SPB 35 TDI S line edition - tetto apribile SENZA VINCOLI FINANZIARI,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-746ef250f6c0ed90?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-746ef250f6c0ed90?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 39.900 €,1 km ,Aut. 7 marce ,"Ott, 2024",Diesel,Nuova,110kW (150CV) ,12031 Bagnolo Piemonte (CN),,ADRIANO AUTOMOBILI SRL
"Audi A3
Sportback S-Line Edition 2.0 Tdi 116cv 30 S-Tronic",Sportback S-Line Edition 2.0 Tdi 116cv 30 S-Tronic,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-9cf6dbca834ffbdc?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-9cf6dbca834ffbdc?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.990 €,1 km ,Aut. 6 marce ,"Mar, 2023",Diesel,Chilometri zero,86kW (117CV) ,,87060 Mandatoriccio (CS),
"Audi A3
SPB 40 TFSI e S tronic",SPB 40 TFSI e S tronic,https://autosupermarket.it/annunci/audi-a3-40-tfsi-benzina-2022-cfb346b295a3f6b8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31,https://autosupermarket.it/annunci/audi-a3-40-tfsi-benzina-2022-cfb346b295a3f6b8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D31, 33.990 €,17.622 km ,Aut. 6 marce ,"Nov, 2022",Benzina,Usata,110kW (150CV) ,,41051 Castelnuovo Rangone (MO),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
A3 Sportback 30 1.5 g-tron S-line edition S-tronic",A3 Sportback 30 1.5 g-tron S-line edition S-tronic,https://autosupermarket.it/annunci/audi-a3-3-2-metano-2024-7fa2d5f8a4785de4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32,https://autosupermarket.it/annunci/audi-a3-3-2-metano-2024-7fa2d5f8a4785de4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32, 34.200 €,35.000 km ,Aut. 8 marce ,"Mar, 2024",Metano,Usata,96kW (131CV) ,,50127 Firenze (FI),
"Audi A3
Sedan 35 TDI S tronic Advanced",Sedan 35 TDI S tronic Advanced,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-77877eb72bdff296?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-77877eb72bdff296?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32, 34.400 €,26.700 km ,Aut. 7 marce ,"Ott, 2020",Diesel,Usata,110kW (150CV) ,,41051 Castelnuovo Rangone (MO),
"Audi A3
SPB 35 TDI S tronic S line edition RESTYLING",SPB 35 TDI S tronic S line edition RESTYLING,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-13b59d117872c6be?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-13b59d117872c6be?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32, 34.400 €,20.400 km ,Aut. 7 marce ,"Mag, 2024",Diesel,Usata,110kW (150CV) ,,43126 Parma (PR),
"Audi A3
sportback 35 2.0 tdi s line edition s tronic",sportback 35 2.0 tdi s line edition s tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-fd2743fa09869e87?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-fd2743fa09869e87?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32,"34.900 €
    
    
    

- 2% 34.400 €",18.289 km ,Aut. ,"Apr, 2024",Diesel,Usata,110kW (150CV) ,,26100 Cremona (CR),
"Audi A3
Sedan 35 TFSI S tronic Business Advanced",Sedan 35 TFSI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-be01a1056183d1cd?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-be01a1056183d1cd?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D32, 34.480 €,9.115 km ,Aut. 7 marce ,"Mag, 2023",Ibrida,Usata,110kW (150CV) ,,41051 Castelnuovo Rangone (MO),
